Account,Parcel Number,Reception,Sale Date,Sale Price,Situs Address,Location,Architectural Style,Year Built,Bedrooms,Baths,Heated Area,Legal
R361046,217709431013,851298,7/11/2014,"$189,000",000724 BUCKEYE CT,RIFLE,ONE STORY WITH BASEMENT,1979,3,2,1951,Section: 9 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 1 Lot: 13
R360670,217708409004,864492,6/22/2015,"$252,500",000603 FAIRWAY AVE,RIFLE,BI LEVEL,2014,4,1.75,1968,Section: 8 Township: 6 Range: 93 Subdivision: SHADOW RIDGE AMENDED Block: 1 Lot: 4
R362059,217704215019,867252,8/26/2015,"$265,000",003148 W 31ST CT,RIFLE,BI LEVEL,2005,4,3,1971,Section: 4 Township: 6 Range: 93 Subdivision: PALOMINO PARK ADD. 4TH. Block: 10 Lot: 19
R040735,217709442002,856294,11/18/2014,"$165,000",000653 E 7TH ST,RIFLE,ONE STORY WITH BASEMENT,1950,4,2,1976,Section: 9 Township: 6 Range: 93 Subdivision: CONARD MINOR SUBDIVISION Lot: 2
R360570,217717112009,864197,6/15/2015,"$165,000",001245 W 2ND ST,RIFLE,ONE STORY WITH BASEMENT,1946,3,1,1981,Section: 17 Township: 6 Range: 93 Subdivision: TRIPP ADD. Lot: 9
R005325,217710202014,862223,5/1/2015,"$265,000",001422 GRAHAM CT,RIFLE,TRI LEVEL,2000,3,2,2010,Section: 10 Township: 6 Range: 93 Subdivision: HOMESTEAD AT RIFLE PUD Block: 5 Lot: 14
R360052,217709315021,867295,8/26/2015,"$209,000",000721 EAST AVE,RIFLE,ONE WITH HALF STORY,1938,3,1.5,2016,Section: 9 Township: 6 Range: 93 Subdivision: MAXFIELD ADD. Block: 3 Lot: 46 AND:- Lot: 47
R210768,217710300017,873891,2/22/2016,"$375,000",001018 294 COUNTY RD,RIFLE,ONE STORY WITH BASEMENT,1989,3,1.75,2022,Section: 10 Township: 6 Range: 93 N1/2SESESW.
R042810,217709116013,858137,1/9/2015,"$285,000",001816 TRAPPER CT,RIFLE,ONE STORY,2006,4,2,2030,Section: 9 Township: 6 Range: 93 Subdivision: NORTH PASTURE FLG 2 Block: 5 Lot: 13
R361212,217716204008,862102,4/27/2015,"$185,000",000221 W 5TH ST,RIFLE,ONE STORY WITH BASEMENT,1940,4,2,2056,Section: 16 Township: 6 Range: 93 Subdivision: ORIGINAL TWNSTE. RIFLE Block: P Lot: 14 AND:- Lot: 15
R360236,217709402003,872319,1/11/2016,"$238,000",000426 E 12TH ST,RIFLE,ONE STORY WITH BASEMENT,1964,5,2,2080,Section: 9 Township: 6 Range: 93 Subdivision: SCALZO ADD. Block: 5 Lot: 3
R360180,217709315024,862626,5/13/2015,"$123,500",000703 EAST AVE,RIFLE,ONE WITH HALF STORY,1898,3,1.5,2085,Section: 9 Township: 6 Range: 93 Subdivision: MAXFIELD ADD. Block: 3 Lot: 51 AND:- Lot: 52
R360180,217709315024,868066,9/16/2015,"$229,500",000703 EAST AVE,RIFLE,ONE WITH HALF STORY,1898,3,1.5,2085,Section: 9 Township: 6 Range: 93 Subdivision: MAXFIELD ADD. Block: 3 Lot: 51 AND:- Lot: 52
R360043,217710331302,855580,10/29/2014,"$220,000",001318 E 7TH ST,RIFLE,ONE STORY WITH BASEMENT,1963,4,2,2099,Section: 10 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 2 Lot: 302
R005694,212924403004,863373,5/7/2015,"$417,000",001007 MESA DR,RIFLE,ONE STORY,2001,3,2,2102,Section: 24 Township: 5 Range: 93 Subdivision: RIFLE CREEK ESTATES FLG 2 Lot: 4
R420687,217720100007,852811,8/20/2014,"$296,351",011001 320 COUNTY RD,RIFLE,MANUFACTURED HUD,1994,4,2,2136,Section: 20 Township: 6 Range: 93 A TR IN SENE
R420687,217720100007,868356,8/18/2015,"$176,000",011001 320 COUNTY RD,RIFLE,MANUFACTURED HUD,1994,4,2,2136,Section: 20 Township: 6 Range: 93 A TR IN SENE
R420687,217720100007,875369,3/29/2016,"$280,000",011001 320 COUNTY RD,RIFLE,MANUFACTURED HUD,1994,4,2,2136,Section: 20 Township: 6 Range: 93 A TR IN SENE
R044672,217709111025,864677,6/26/2015,"$294,000",794 E 17TH ST,RIFLE,TWO STORY,2008,4,2.5,2145,Section: 9 Township: 6 Range: 93 Subdivision: NORTH PASTURE FLG 4 Block: 2 Lot: 25
R041178,217709111031,865468,7/15/2015,"$273,000",000712 E 17TH ST,RIFLE,BI LEVEL,2004,5,3,2146,Section: 9 Township: 6 Range: 93 Subdivision: NORTH PASTURE FLG 1 Block: 2 Lot: 31
R361056,217709432014,867380,8/28/2015,"$229,500",000540 ASH AVE,RIFLE,TWO STORY,1979,3,2,2160,Section: 9 Township: 6 Range: 93 Subdivision: MORNING SIDE ADD. Block: 1 Lot: 14
R360361,217709411005,865330,6/10/2015,"$235,000",000325 E 10TH ST,RIFLE,ONE STORY WITH BASEMENT,1949,4,2,2168,Section: 9 Township: 6 Range: 93 Subdivision: CLIFF VIEW ADD. Block: 4 Lot: 8 AND:- Lot: 9
R362054,217704215014,858220,1/6/2015,"$249,000",003185 W 31ST CT,RIFLE,BI LEVEL,2006,3,3,2168,Section: 4 Township: 6 Range: 93 Subdivision: PALOMINO PARK ADD. 4TH. Block: 10 Lot: 14
R009883,217710208024,870813,11/24/2015,"$250,000",001132 E 18TH ST,RIFLE,ONE WITH HALF STORY,2004,5,3,2184,Section: 10 Township: 6 Range: 93 Subdivision: PROMONTORY AT GRAHAM MESA PH #1 Lot: 24
R041177,217709111030,868686,9/30/2015,"$280,000",000734 E 17TH ST,RIFLE,ONE WITH HALF STORY,2005,3,2.5,2184,Section: 9 Township: 6 Range: 93 Subdivision: NORTH PASTURE FLG 1 Block: 2 Lot: 30
R360489,217709405005,861464,4/14/2015,"$236,000",000515 E 11TH ST,RIFLE,TWO STORY WITH BASEMENT,1979,4,1.7,2188,Section: 9 Township: 6 Range: 93 Subdivision: SCALZO ADD. Block: 2 Lot: 2 THRU:- Lot: 4 EAST 11.5' OF LOT 2
R007484,217710201006,871901,12/22/2015,"$310,000",001343 FIRETHORN DR,RIFLE,TWO STORY WITH BASEMENT,2002,3,2.5,2204,Section: 10 Township: 6 Range: 93 Subdivision: HOMESTEAD AT RIFLE PUD Block: 4 Lot: 6 PHASE 3
R363804,217709104010,870795,11/24/2015,"$277,500",001535 ANVIL VIEW AVE,RIFLE,TWO STORY,1999,4,2,2206,Section: 9 Township: 6 Range: 93 Subdivision: PASTURES SUBDIVISION Block: 1 Lot: 3
R006324,217710204013,864144,6/15/2015,"$309,000",001275 FIR AVE,RIFLE,TWO STORY,2001,5,2,2210,Section: 10 Township: 6 Range: 93 Subdivision: HOMESTEAD AT RIFLE PUD Block: 6 Lot: 13 PHASE II
R363597,217710311023,864215,6/8/2015,"$237,500",001558 E 12TH ST,RIFLE,ONE STORY WITH BASEMENT,1996,5,1.75,2226,Section: 10 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 7 Block: D Lot: 9
R361371,217710304017,859904,2/24/2015,"$215,000",001459 DOGWOOD DR,RIFLE,ONE STORY WITH BASEMENT,1982,3,2,2232,Section: 10 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 5 Block: B Lot: 17
R360627,217709431003,866573,8/7/2015,"$238,600",000775 BUCKEYE CT,RIFLE,ONE STORY WITH BASEMENT,1979,3,2,2240,Section: 9 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 1 Lot: 3
R024079,217527400038,858006,1/5/2015,"$410,000",005473 320 COUNTY RD,RIFLE,TWO STORY,1899,4,1.75,2256,Section: 27 Township: 6 Range: 94 TR OF LAND IN NWSW A PORTION OF WHICH LIES IN SEC 27 THE NESE.
R024321,217720209009,863153,5/26/2015,"$318,000",000198 WINCHESTER ST,RIFLE,TWO STORY,1994,3,2.5,2261,Section: 20 Township: 6 Range: 93 Subdivision: RIFLE VILLAGE SOUTH Block: 1 Lot: 7 ONLY THE ERLY 1/2
R360447,217709404011,862110,4/24/2015,"$217,500",001108 CLARKSON AVE,RIFLE,TRI LEVEL,1966,4,2.5,2272,Section: 9 Township: 6 Range: 93 Subdivision: SCALZO ADD. Block: 4 Lot: 15
R042814,217709116019,866925,8/17/2015,"$290,000",001880 ANVIL CT,RIFLE,TWO STORY,2008,3,2.5,2276,Section: 9 Township: 6 Range: 93 Subdivision: NORTH PASTURE FLG 2 Block: 5 Lot: 19
R360378,217709417004,866052,7/28/2015,"$215,000",000300 E 7TH ST,RIFLE,ONE STORY WITH BASEMENT,1948,2,2,2292,"Section: 9 Township: 6 Range: 93 Subdivision: MEENEY ADD. Block: 1 Lot: 7 AND:- Lot: 8, Subdivision: MEENEY ADD. Lot: 0 & 13' OF ALLEY LYING E OF & ADJACENT TO LOTS 7&8"
R363133,217710309017,857620,12/19/2014,"$315,000",001117 FIRETHORN CT,RIFLE,ONE STORY WITH BASEMENT,1995,4,2.5,2304,Section: 10 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 7 Block: B Lot: 17 7TH FLG
R009580,217710205004,859098,2/4/2015,"$363,500",001333 W SPRUCE CT,RIFLE,ONE STORY,2004,3,3.5,2316,Section: 10 Township: 6 Range: 93 Subdivision: HOMESTEAD AT RIFLE PUD Block: 1 Lot: 4 PHASE #4.
R005421,217709109009,855511,10/28/2014,"$244,000",001535 BALSAM CT,RIFLE,TWO STORY,2001,3,2.25,2318,Section: 9 Township: 6 Range: 93 Subdivision: MEADOWS SUBDIVISION Lot: 9
R360167,217716104014,855680,11/3/2014,"$229,000",000435 MC CARRON AVE,RIFLE,ONE STORY,1960,5,2.75,2322,Section: 16 Township: 6 Range: 93 Subdivision: SWAIN ADD. Block: 1 Lot: 22 THE N 25' OF LOT 21
R247334,217719400455,853716,7/3/2014,"$230,000",009325 320 COUNTY RD,RIFLE,MANUFACTURED HUD,2003,4,2,2356,"Section: 19 Township: 6 Range: 93 A PARCEL IN THE E1/2SE, AKA: PARCEL 3A AMENDED TASSADA EXEMPTION."
R041701,217718102027,860479,12/30/2014,"$259,000",002454 PIONEER WAY,RIFLE,TWO STORY,2007,3,2.5,2360,Section: 18 Township: 6 Range: 93 Subdivision: PIONEER MESA PUD FILING 1 Block: 1 Lot: 27
R041701,217718102027,860480,3/6/2015,"$259,000",002454 PIONEER WAY,RIFLE,TWO STORY,2007,3,2.5,2360,Section: 18 Township: 6 Range: 93 Subdivision: PIONEER MESA PUD FILING 1 Block: 1 Lot: 27
R041663,217703400521,851806,7/25/2014,"$205,000",000380 HOME RANCH RD,RIFLE,MODULAR UBC IRC,2005,4,2,2387,Section: 3 Township: 6 Range: 93 LOT 4 TURGOOSE RANCH RURAL LAND DEV EXEMP.
R007474,217710203009,862578,4/30/2015,"$300,000",001350 FIRETHORN DR,RIFLE,ONE STORY WITH BASEMENT,2002,4,3,2396,Section: 10 Township: 6 Range: 93 Subdivision: HOMESTEAD AT RIFLE PUD Block: 3 Lot: 9 PHASE 3
R007478,217710203013,864718,6/29/2015,"$285,000",001340 FIRETHORN DR,RIFLE,ONE WITH HALF STORY,2002,3,2.5,2405,Section: 10 Township: 6 Range: 93 Subdivision: HOMESTEAD AT RIFLE PUD Block: 3 Lot: 13 PHASE 3
R041166,217709111002,854297,9/26/2014,"$218,000",001694 ANVIL VIEW AVE,RIFLE,ONE WITH HALF STORY,2005,4,2.5,2408,Section: 9 Township: 6 Range: 93 Subdivision: NORTH PASTURE FLG 1 Block: 2 Lot: 2
R041166,217709111002,870628,11/16/2015,"$275,000",001694 ANVIL VIEW AVE,RIFLE,ONE WITH HALF STORY,2005,4,2.5,2408,Section: 9 Township: 6 Range: 93 Subdivision: NORTH PASTURE FLG 1 Block: 2 Lot: 2
R041695,217718102021,863860,6/9/2015,"$255,000",002480 PIONEER WAY,RIFLE,ONE STORY WITH BASEMENT,2007,4,2.7,2424,Section: 18 Township: 6 Range: 93 Subdivision: PIONEER MESA PUD FILING 1 Block: 1 Lot: 21
R361226,217710305001,859530,2/20/2015,"$227,000",001410 DOGWOOD DR,RIFLE,ONE STORY WITH BASEMENT,1981,5,2.5,2444,Section: 10 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 5 Block: C Lot: 1
R040788,217711102003,866010,7/28/2015,"$428,000",000136 NATIVE SPRINGS DR,RIFLE,TWO STORY,2007,4,2.5,2447,Section: 11 Township: 6 Range: 93 Subdivision: NATIVE SPRINGS Lot: 3
R360011,217717105013,868417,9/23/2015,"$282,500",000425 WILL AVE,RIFLE,SPLIT LEVEL,1979,5,3,2448,Section: 17 Township: 6 Range: 93 Subdivision: RIVER VIEW Block: 3 Lot: 13 THE S. 30' OF LOT 12
R042475,217710209040,876952,5/6/2016,"$303,000",001095 E 19TH ST,RIFLE,ONE STORY WITH BASEMENT,2006,2,2,2450,Section: 10 Township: 6 Range: 93 Subdivision: PROMONTORY AT GRAHAM MESA FLG 2 Lot: 40
R041173,217709111026,872187,1/6/2016,"$259,000",000782 E 17TH ST,RIFLE,ONE WITH HALF STORY,2005,5,3,2464,Section: 9 Township: 6 Range: 93 Subdivision: NORTH PASTURE FLG 1 Block: 2 Lot: 26
R041173,217709111026,875596,4/6/2016,"$310,000",000782 E 17TH ST,RIFLE,ONE WITH HALF STORY,2005,5,3,2464,Section: 9 Township: 6 Range: 93 Subdivision: NORTH PASTURE FLG 1 Block: 2 Lot: 26
R360036,217716119005,877831,5/27/2016,"$164,000",000327 E 1ST ST,RIFLE,MODULAR UBC IRC,1991,4,3,2532,Section: 16 Township: 6 Range: 93 Subdivision: CLARKSON & MUNRO SUB. Block: 5 Lot: 5 THRU:- Lot: 7
R360616,217716121001,856950,12/9/2014,"$310,000",000150 CLARKSON AVE,RIFLE,ONE STORY WITH BASEMENT,1919,3,1.5,2553,Section: 16 Township: 6 Range: 93 Subdivision: JACKSON ADD. Lot: 1
R045060,217709121090,851808,7/24/2014,"$377,000",001579 RIFLE HEIGHTS DR,RIFLE,ONE STORY WITH BASEMENT,2009,3,3.5,2568,Section: 9 Township: 6 Range: 93 Subdivision: RIFLE HEIGHTS SUB-DIV PHASE 1 Lot: 90
R210062,212730201003,867404,8/28/2015,"$365,000",000294 MESA DR,RIFLE,TWO STORY WITH BASEMENT,1981,4,2.25,2589,Section: 30 Township: 5 Range: 92 Subdivision: RIFLE CREEK EST. AMENDED Lot: 3
R360108,217709323005,856158,11/14/2014,"$210,000",000531 HUTTON AVE,RIFLE,ONE STORY WITH BASEMENT,1979,5,3,2608,Section: 9 Township: 6 Range: 93 Subdivision: WINCHESTER HEIGHTS Block: 3 Lot: 5
R363148,217710311006,874303,2/19/2016,"$305,000",001546 E 12TH ST,RIFLE,ONE STORY WITH BASEMENT,1996,3,3,2624,Section: 10 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 7 Block: D Lot: 6 7TH FLG
R363105,217710308005,863219,5/15/2015,"$320,000",001625 DOGWOOD DR,RIFLE,ONE STORY WITH BASEMENT,1994,4,2.75,2626,Section: 10 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 7 Block: A Lot: 5 7TH FLG
R360554,217716103011,875623,4/4/2016,"$228,000",000415 UTE AVE,RIFLE,ONE STORY WITH BASEMENT,1965,5,2.5,2628,Section: 16 Township: 6 Range: 93 Subdivision: SWAIN ADD. Block: 2 Lot: 18 THRU:- Lot: 20 THE NORTH 7 FEET ALL THE SOUTH 11 FEET
R009597,217710206012,858228,1/2/2015,"$393,000",001500 FIR CT,RIFLE,TWO STORY WITH BASEMENT,2005,4,2.5,2743,Section: 10 Township: 6 Range: 93 Subdivision: HOMESTEAD AT RIFLE PUD Block: 2 Lot: 12 PHASE #4.
R360972,217709101001,855182,10/21/2014,"$222,500",001300 ARABIAN AVE,RIFLE,ONE STORY WITH BASEMENT,1979,5,2.75,2794,"Section: 9 Township: 6 Range: 93 Subdivision: ARABIAN HEIGHTS 1ST. Lot: 1 FORMERLY LOT 1, FLG 1"
R360783,217716104008,874297,2/24/2016,"$223,500",000301 MCCARRON AVE,RIFLE,ONE STORY WITH BASEMENT,1953,4,2.5,2795,Section: 16 Township: 6 Range: 93 Subdivision: SWAIN ADD. Block: 1 Lot: 12 AND:- Lot: 13
R009591,217710206006,865796,7/21/2015,"$349,000",001435 E SPRUCE CT,RIFLE,TWO STORY WITH BASEMENT,2004,4,2.5,2804,Section: 10 Township: 6 Range: 93 Subdivision: HOMESTEAD AT RIFLE PUD Block: 2 Lot: 6 PHASE #4.
R360350,217709403012,853258,8/29/2014,"$225,000",000416 E 11TH ST,RIFLE,ONE STORY WITH BASEMENT,1978,5,2.25,2808,Section: 9 Township: 6 Range: 93 Subdivision: SCALZO ADD. Block: 3 Lot: 3
R006325,217710205001,861995,4/24/2015,"$262,000",001397 FIRETHORN DR,RIFLE,ONE STORY WITH BASEMENT,2001,5,3,2878,Section: 10 Township: 6 Range: 93 Subdivision: HOMESTEAD AT RIFLE PUD Block: 1 Lot: 1 PHASE II
R009590,217710206005,853327,9/4/2014,"$338,000",001423 E SPRUCE CT,RIFLE,TWO STORY WITH BASEMENT,2003,4,2.5,2908,Section: 10 Township: 6 Range: 93 Subdivision: HOMESTEAD AT RIFLE PUD Block: 2 Lot: 5 PHASE #4.
R042803,217709115003,858567,1/19/2015,"$360,000",001823 ANVIL VIEW AVE,RIFLE,TWO STORY WITH BASEMENT,2007,4,2.5,2928,Section: 9 Township: 6 Range: 93 Subdivision: NORTH PASTURE FLG 2 Block: 4 Lot: 3
R360932,217709423010,855826,11/5/2014,"$260,000",000716 CLARKSON AVE,RIFLE,ONE STORY WITH BASEMENT,1979,6,3,2966,Section: 9 Township: 6 Range: 93 Subdivision: MCCARRON ADD. Block: 1 Lot: 3 AND:- Lot: 4 & THE 16' X 125' ALLEY
R042805,217709116002,852451,8/8/2014,"$291,000",000762 E 18TH ST,RIFLE,TWO STORY WITH BASEMENT,2006,4,2.5,3008,Section: 9 Township: 6 Range: 93 Subdivision: NORTH PASTURE FLG 2 Block: 5 Lot: 2
R007477,217710203012,852912,8/20/2014,"$280,000",001342 FIRETHORN DR,RIFLE,TWO STORY WITH BASEMENT,2002,3,3.5,3028,Section: 10 Township: 6 Range: 93 Subdivision: HOMESTEAD AT RIFLE PUD Block: 3 Lot: 12 PHASE 3
R361231,217710305008,869375,10/15/2015,"$335,000",000949 EDELWEISS CT,RIFLE,TWO STORY,1992,3,3.2,3040,Section: 10 Township: 6 Range: 93 Subdivision: HIGHLAND EAST SUB. FLG. 5 Block: C Lot: 8
R009596,217710206011,869181,10/9/2015,"$380,000",001384 FIRETHORN DR,RIFLE,TWO STORY WITH BASEMENT,2004,6,3.5,3085,Section: 10 Township: 6 Range: 93 Subdivision: HOMESTEAD AT RIFLE PUD Block: 2 Lot: 11 PHASE #4.
R007472,217710203007,870495,11/13/2015,"$349,900",001356 FIRETHORN DR,RIFLE,ONE STORY WITH BASEMENT,2002,5,3.5,3238,Section: 10 Township: 6 Range: 93 Subdivision: HOMESTEAD AT RIFLE PUD Block: 3 Lot: 7 PHASE 3
R042807,217709116006,874635,3/8/2016,"$360,000",001871 TRAPPER CT,RIFLE,ONE STORY WITH BASEMENT,2006,5,3,3248,Section: 9 Township: 6 Range: 93 Subdivision: NORTH PASTURE FLG 2 Block: 5 Lot: 6
R363942,217709441019,877424,5/19/2016,"$352,500",000665 BIRCH CT,RIFLE,TWO STORY WITH BASEMENT,2003,5,3.25,3551,Section: 9 Township: 6 Range: 93 Subdivision: HILLTOP ESTATES SUB Lot: 19
R361031,217709303008,852721,8/12/2014,"$220,000",000147 E 10TH ST,RIFLE,MANUFACTURED HUD,2002,6,3.5,3632,Section: 9 Township: 6 Range: 93 Subdivision: FRAVERT SUB. Block: 3 Lot: 6 AND:- Lot: 7 ONLY THE N 86.5' ONLY THE N 86.5' OF THE W 12'
R006595,217705401010,868658,9/29/2015,"$365,000",002676 FAIRVIEW HEIGHTS CT,RIFLE,ONE STORY WITH BASEMENT,2002,4,2.75,3708,Section: 5 Township: 6 Range: 93 Subdivision: FAIRVIEW HEIGHTS MAJOR SUB DIV Lot: 11 PHASE 1
R043171,217709115004,877434,5/16/2016,"$377,000",001851 ANVIL VIEW AVE,RIFLE,TRI LEVEL,2007,4,3,3746,Section: 9 Township: 6 Range: 93 Subdivision: NORTH PASTURE FLG 3 Block: 4 Lot: 4
R247032,217733300327,859906,2/13/2015,"$527,500",000466 ARROWHEAD TRL,RIFLE,MODULAR UBC IRC,2004,4,3.5,3956,Section: 33 Township: 6 Range: 93 NESW Subdivision: GRASS MESA RANCH Lot: 38
R043304,217710210082,878560,6/17/2016,"$573,900",001305 E 17TH ST,RIFLE,ONE STORY WITH BASEMENT,2009,4,3.75,4560,Section: 10 Township: 6 Range: 93 Subdivision: PROMONTORY AT GRAHAM MESA PH #3 Lot: 82
R210061,212730201002,866642,8/7/2015,"$540,000",000228 MESA DR,RIFLE,ONE STORY WITH BASEMENT,1998,4,2,4736,Section: 30 Township: 5 Range: 92 Subdivision: RIFLE CREEK EST. AMENDED Lot: 2
R023273,217915402017,874126,2/24/2016,"$415,000",000171 UTE AVE,SILT,ONE STORY,2006,0,0.75,182,Section: 15 Township: 6 Range: 92 Subdivision: MINEOTA RIDGE EST. 2ND. Lot: 17
R210816,192327400064,877726,5/27/2016,"$407,000",009404 325  HWY,SILT,ONE STORY WITH BASEMENT,1930,0,0,280,Section: 27 Township: 4 Range: 92 A TR IN SWSE BEG. AT A PT. IN THE C/L OF CRK.
R200681,212725400053,867292,8/27/2015,"$40,000",000588 250 COUNTY RD,SILT,ONE STORY,1980,1,1,336,"Section: 25 Township: 5 Range: 92 TR IN SWSE CONT 10.08AC, ALSO TR CONT 3.58AC EXCEPT 1.11AC IN CO. RD. R.O.W."
R200681,212725400053,873244,2/4/2016,"$550,000",000588 250 COUNTY RD,SILT,ONE STORY,1980,1,1,336,"Section: 25 Township: 5 Range: 92 TR IN SWSE CONT 10.08AC, ALSO TR CONT 3.58AC EXCEPT 1.11AC IN CO. RD. R.O.W."
R230793,218119300188,876913,5/3/2016,"$400,000",004662 311 COUNTY RD,SILT,ONE STORY,2006,1,1,600,Section: 19 Township: 6 Range: 91 TR IN S1/2SW
R023167,217914300004,860102,2/26/2015,"$290,000",001714 MINEOTA DR,SILT,ONE STORY,2000,1,0.75,608,Section: 14 Township: 6 Range: 92 Subdivision: MINEOTA RIDGE EST. 1ST. Lot: 04
R350162,217910213008,855444,10/30/2014,"$60,000",000121 6TH ST,SILT,ONE STORY,1917,1,1,728,Section: 10 Township: 6 Range: 92 Subdivision: ORIGINAL TWNSTE SILT Block: 14 Lot: 17 THRU:- Lot: 20 ONLY THE N 50'
R350628,217910218011,873241,2/3/2016,"$184,000",000135 S 8TH ST,SILT,ONE STORY,1900,2,1,812,Section: 10 Township: 6 Range: 92 Subdivision: ORIGINAL TWNSTE SILT Block: 21 Lot: 17 THRU:- Lot: 20 S 59' OF
R023783,217933400422,871971,12/29/2015,"$450,000",000697 JOHNS DR,SILT,ONE STORY,1993,2,0.75,837,Section: 33 Township: 6 Range: 92 TR IN NWSE
R350813,217903404005,860470,3/11/2015,"$134,500",001370 EM AVE,SILT,ONE STORY,1994,2,1,884,Section: 3 Township: 6 Range: 92 Subdivision: E. & J. ADD. 4TH. Block: 12 Lot: 1 AND:- Lot: 2
R350317,217903414001,869407,10/16/2015,"$80,000",001261 BALLARD AVE,SILT,PRE HUD MOBILE HOME,1971,3,1.5,912,Section: 3 Township: 6 Range: 92 Subdivision: E.& J. ADD. 1ST. Block: 2 Lot: 1 THRU:- Lot: 6
R350176,217903320015,863363,5/29/2015,"$142,000",000642 GRAND AVE,SILT,ONE STORY WITH BASEMENT,1910,2,1,936,Section: 3 Township: 6 Range: 92 Subdivision: BALLARD ADD Block: 4 Lot: 6 AND:- Lot: 7 AND:- Lot: 11 AND:- Lot: 12 THE W 1.9' OF LOT 8 ONLY THE E 15.1' ONLY THE W 50'
R350134,217903321001,874226,2/26/2016,"$185,000",000391 8TH ST,SILT,ONE STORY,1923,2,1,960,Section: 3 Township: 6 Range: 92 Subdivision: BALLARD ADD Block: 5 Lot: 14 AND:- Lot: 15
R210810,192327400057,859528,2/16/2015,"$185,000",009415 325  HWY,SILT,MANUFACTURED HUD,1997,2,1.75,970,Section: 27 Township: 4 Range: 92 A TR. IN SWSE BEG. AT A PT. ON THE N-S C/L OF SEC.
R023766,217934300415,869537,10/20/2015,"$265,000",005440 331 COUNTY RD,SILT,ONE STORY,1917,2,1,1027,Section: 34 Township: 6 Range: 92 TR IN SESW & SWSE CONT 14 AC. M/L & SEC 3(7-92) TR IN LOT 1 & NWSE CONT 2.40 AC. M/L
R350332,217903406001,853362,9/5/2014,"$110,000",000541 13TH ST,SILT,PRE HUD MOBILE HOME,1969,3,2,1032,Section: 3 Township: 6 Range: 92 Subdivision: E. & J. ADD. 3RD. Block: 6 Lot: 1 THRU:- Lot: 5
R350306,217910213001,863257,5/29/2015,"$222,500",000131 N 6TH ST,SILT,ONE STORY WITH BASEMENT,1910,3,1,1044,Section: 10 Township: 6 Range: 92 Subdivision: ORIGINAL TWNSTE SILT Block: 14 Lot: 1 THRU:- Lot: 3
R351155,217910210007,872647,1/15/2016,"$80,000",000201 HOME AVE,SILT,MANUFACTURED HUD,1978,3,2,1050,Section: 10 Township: 6 Range: 92 Subdivision: ORIGINAL TWNSTE SILT Block: 5 Lot: 9 AND:- Lot: 10
R350009,217910113002,860903,3/30/2015,"$157,000",000130 9TH ST,SILT,ONE STORY,1948,2,1,1056,"Section: 10 Township: 6 Range: 92 Subdivision: M.& B. ADD Lot: 0 TR 75 X 100, ALSO A TR OF LAND CONT 13,068 SQ FT, MERGED BY ANNEXATION"
R247321,217929300610,859438,2/17/2015,"$220,000",003409 315 COUNTY RD,SILT,MANUFACTURED HUD,1998,3,2,1080,Section: 29 Township: 6 Range: 92 A TR. IN THE SESW & NESW CONT. 35.08 AC.
R210622,212734200160,868756,9/30/2015,"$230,000",000460 259 COUNTY RD,SILT,TWO STORY,2004,2,1.5,1088,Section: 34 Township: 5 Range: 92 Subdivision: ROLLING MEADOWS Lot: TR H-1 RE-SUB FROM LOTS 25 & 26 OF ANTLERS ORCHARD DEV SUB-DIV
R350155,217903307004,870873,11/25/2015,"$90,000",000512 ORCHARD AVE,SILT,ONE STORY,1933,3,1,1089,Section: 3 Township: 6 Range: 92 Subdivision: BALLARD ADD Block: 15 Lot: 11 AND:- Lot: 12 & THE S1/4 OF LOT 13
R350834,217903427014,862508,5/8/2015,"$194,000",001619 BALLARD AVE,SILT,ONE STORY,1999,2,1,1098,Section: 3 Township: 6 Range: 92 Subdivision: FLYING EAGLE ESTATES SUB-DIV Lot: 14
R040708,212733200373,878224,6/9/2016,"$276,000",132 RUSTY SPUR TRL,SILT,MODULAR UBC IRC,2003,3,2,1120,Tract: 21 Section: 33 Township: 5 Range: 92 ANTLERS ORCHARD TR 21
R350013,217910206005,861067,4/2/2015,"$179,000",000340 HOME AVE,SILT,MANUFACTURED HUD,1983,3,2,1120,Section: 10 Township: 6 Range: 92 Subdivision: ORIGINAL TWNSTE SILT Block: 7 Lot: 14 THRU:- Lot: 17
R350836,217903427016,852574,8/12/2014,"$178,500",001603 BALLARD AVE,SILT,ONE STORY,1999,2,1.75,1136,Section: 3 Township: 6 Range: 92 Subdivision: FLYING EAGLE ESTATES SUB-DIV Lot: 16
R008667,212733200364,855682,11/4/2014,"$212,500",000389 CINDYS WAY,SILT,MANUFACTURED HUD,2002,3,2,1188,"Section: 33 Township: 5 Range: 92 SESENW, AKA ANTLERS ORCHARD TR 28"
